,x_mean,y_mean,z_mean,x_var,y_var,z_var,x_max,y_max,z_max,x_min,y_min,z_min,x_mad,y_mad,z_mad,magnitude,corr_xy,corr_yz,corr_zx,skew_x,skew_y,skew_z,kurt_x,kurt_y,kurt_z,x_moment1,x_moment2,x_moment3,y_moment1,y_moment2,y_moment3,z_moment1,z_moment2,z_moment3,label
0,1923.7435897435898,2330.9412393162393,2084.6549145299145,16997.600920447072,13211.018983079482,9350.768736531156,2356.0,2552.0,2739.0,1455.0,1697.0,1644.0,83.83410037255918,76.18755935422497,62.81010528526571,13479862.572898403,0.7458479157309833,0.2840153164651862,0.12456168549428923,-1.377836468629113,-2.3599943990175976,-1.1093761482125453,2.349846394279819,5.081230156990319,6.079459260715028,1061.4173829464473,13163.151180859293,212172.10086261493,1671.364224950162,24505.44149504482,453866.51129115245,737.3959641592912,10443.643419122878,175612.67535059,1
1,1963.479700854701,2378.0320512820513,2112.951923076923,133.76240845752065,35.75965647600264,154.43892792570676,2005.0,2407.0,2181.0,1925.0,2346.0,2078.0,8.42284407188254,4.10772792022792,8.314965483234714,13974854.801827654,-0.2222967111047682,-0.42300380752370664,0.45470367752997676,0.2778051991984462,-0.7908901306140407,1.4392267391309994,1.4471770160748791,4.107097819837564,5.687513545524634,577.4405691403842,8928.796500971031,161739.67149699625,554.7599613278694,9127.356977989364,176514.2136415644,362.5626315268515,5672.591184726454,107894.09086363914,1
2,1976.0555555555557,2373.175213675214,2129.3568376068374,44.16144349477683,30.47357367229162,47.42181222149172,2015.0,2407.0,2158.0,1946.0,2348.0,2101.0,4.855056980056989,3.9225655635912235,5.203913726349591,14070916.695307363,-0.15435681239837,-0.03955745847632694,0.25238119766619793,0.07388238707764463,0.8621292982536856,-0.1364612862989514,2.507278687049409,5.99891995194942,1.511454754750412,986.9004737311938,17978.52276528285,358940.95495897037,893.870480810487,16662.196105010513,338831.85330888187,1471.5752045589006,26981.234356895977,544761.6191696898,1
3,1973.142094017094,2373.6121794871797,2127.2254273504273,16.166775102271895,11.61775764299803,19.924609860106653,1992.0,2395.0,2151.0,1962.0,2353.0,2116.0,3.122141865731573,2.5860179706333475,3.4417940499671102,14052412.52055825,-0.04142753442786185,-0.29480041425776715,0.2470996744812528,0.5144346597363592,0.061226480210385785,0.752641585922357,0.8780328313282495,3.41677279863461,1.5448093202145143,958.0285013922653,14859.126350433808,268690.1379813068,750.8719973778973,12160.991877571181,227654.3509223752,868.3120814570153,13389.989938091921,241519.37568992423,1
4,1970.857905982906,2374.6153846153848,2123.2831196581196,14.43173236722916,10.273011176857333,25.48928770363065,1994.0,2388.0,2142.0,1952.0,2366.0,2095.0,2.798885053692739,2.5047666009204477,3.672035941266714,14031410.316652514,0.03833050615270986,-0.3033155557867956,0.02309792067182616,-0.08932975066323588,0.40708629388973533,-1.3117990058381013,3.3645991349529254,0.769980813472781,3.3384994080815487,621.122712719352,10798.563319963048,210323.32115599373,1011.9115618661456,17574.14276276921,343516.97437878296,863.0017778100674,14817.3080070218,287457.4963345377,1
5,1967.8311965811965,2376.280982905983,2117.4647435897436,23.155266089560964,16.276817837314628,28.614141600920448,1988.0,2396.0,2146.0,1942.0,2354.0,2099.0,3.536489151873766,3.034726787931916,4.065410639929872,14002727.868304387,-0.012195327860833195,-0.23446693145812122,0.1249918225839475,-0.3070603435791977,-0.2933389967039337,0.5709999300039977,2.9792142156955554,2.564773669824408,2.0152342630327738,1359.8037723791313,25476.740264514352,518863.4404701275,1156.0047467462318,20882.18487483874,412564.71242946933,1017.01009561759,18671.855455126795,372193.5821944041,1
6,1967.570512820513,2376.7297008547007,2116.5801282051284,23.050583497698877,12.496382816494993,31.80340853057199,1985.0,2389.0,2134.0,1948.0,2365.0,2097.0,3.666379026955971,2.81546086273651,4.50795118343195,14000089.232958488,0.20127035615185493,-0.25312440929402197,-0.11777684402121547,0.037796394373845,0.041168803423080644,-0.11571397718483796,0.9920259011820312,0.03322884357592848,-0.027309822974468823,1654.512073288996,29900.04357324625,590456.2053040507,1561.0023866517258,26959.540939974813,523160.5684504037,1916.913322149519,33043.07463437705,647769.5672374653,1
7,1965.3333333333333,2378.048076923077,2110.3173076923076,27.658119658119663,11.434654421433267,20.949529503616045,1990.0,2389.0,2131.0,1946.0,2366.0,2098.0,4.030626780626769,2.6790557199211165,3.5064513477974972,13971086.906414367,0.05454904506642385,-0.10659852977421137,-0.06892823286686298,0.13959365080403524,-0.16061039418243114,0.5784371147358013,1.0592610786256653,0.06883864087767311,1.3721726763766275,1226.4717444717442,20376.43852103757,377594.9746019731,1594.4216157338906,27295.264441153373,522836.76382307283,1065.4718128864295,18060.089296466125,350837.45793057705,1
8,1962.7596153846155,2377.3547008547007,2112.49358974359,12.047984467455624,9.72461465410183,15.504232412886255,1972.0,2390.0,2125.0,1951.0,2365.0,2089.0,2.6908489480604882,2.488348308861126,3.031160968660966,13966869.848168466,0.053971609157860576,-0.1306759533174003,-0.03618834225165921,-0.26134342800774985,-0.05874592530783846,-0.3010673283456473,0.32180452294005324,0.4922133761818879,1.83518294664273,1757.058376134489,30204.992442870433,588720.200664584,1154.3772390224171,19978.052188779566,391362.8464388604,1362.0872619827621,23839.190733154683,473855.6331001027,1
9,1959.0534188034187,2378.150641025641,2109.5982905982905,37.8411635254584,15.442050871137411,28.03948425743298,1988.0,2391.0,2130.0,1939.0,2357.0,2093.0,4.826124077726624,2.8718359631821224,4.209474760756815,13943895.71683126,-0.08532306294103294,-0.1704279708668335,0.2429429249405478,0.05288023097502037,-0.3713893781976291,0.007420236058438465,0.6162370237547434,2.74190809929794,0.48061262346017664,1254.67683473933,21125.58325571492,393531.1810850599,1256.001869590218,22888.29151706959,464567.97502104344,1253.1864515680832,21702.73216053987,422281.8888642014,1
10,1958.068376068376,2378.5384615384614,2107.6976495726494,13.369256337205053,9.190828402366861,13.659652595149392,1969.0,2388.0,2119.0,1943.0,2368.0,2088.0,2.833826429980273,2.4132149901380706,2.8855855979253486,13933866.360390868,0.09074678814621442,-0.1640630560919631,0.03805502930782515,-0.35815245743472063,-0.0056235674109563205,-0.3840991235159597,0.7852066483311742,0.08102457886057657,1.3220099587456398,1503.8087877812316,26347.440053444432,515789.31636399444,1604.1623581583265,28741.3856554107,572682.5616770803,1485.8305069118203,26087.374653911556,514376.71849940886,1
11,1954.9989316239316,2377.8087606837607,2109.459401709402,19.883545867119583,10.411077096573893,17.265445795894518,1972.0,2389.0,2121.0,1939.0,2365.0,2088.0,3.426405325443785,2.5221299948863978,3.2823982759880184,13925814.292495344,0.06354862090510702,-0.196648931374362,-0.05919219774244428,-0.05583139072029921,-0.17573908582643274,-0.23004169921168713,0.7419514995319463,0.43468057692374185,0.9146296188883429,1433.2812642002923,25569.588392498634,511524.9129243668,1418.8309657064817,23549.137145563524,445678.8211737141,1810.2973856099577,30747.634257960228,591308.9867026317,1
12,1956.375,2377.482905982906,2111.3707264957266,13.956597222222221,9.19842574329754,13.391408019212507,1976.0,2388.0,2135.0,1943.0,2362.0,2092.0,2.828792735042735,2.392276645481776,2.703194627072833,13937714.453569014,0.026260489961132213,-0.14040451373307686,0.07071472339704385,-0.0021034889211617915,-0.12202922310122984,0.3941882801695188,1.7324868702471994,0.9887596161852796,4.8573946916292785,1010.0543479001327,16620.16842529681,302284.1262214933,1475.17697384,25781.75381888693,499513.30622318044,813.630150785361,13638.502415795696,256237.90973235926,1
13,1959.445512820513,2376.6111111111113,2114.6581196581196,48.23207388231427,12.927825261158592,27.2527759514939,1978.0,2401.0,2132.0,1906.0,2351.0,2103.0,5.469667707648531,2.6593067426400663,4.335250931404777,13959486.054205248,-0.11525616611160258,-0.3082408166060633,0.3335060934727685,-0.6465722185039057,-0.6453547081681652,0.3724541221837745,4.321884771066131,7.036077693922071,-0.37735503204791465,1132.1593617990573,19839.115900239463,389577.77331377246,597.5399412860929,10176.026358606685,196489.54670287605,1361.9361124654986,23437.805811886392,454748.8869858933,1
14,1964.1132478632478,2374.255341880342,2121.4508547008545,137.3696535539484,14.542706507049454,36.54245653444371,1991.0,2387.0,2139.0,1928.0,2359.0,2097.0,10.324946124625567,2.9454237891737827,4.6915680473373005,13995383.007790241,-0.10766161714227275,-0.3281110421792094,0.3020557108945933,-0.19894873066623764,0.13944170248835247,-0.5166911889932431,-0.9446227910068621,0.7898479672822702,0.7133896170033966,2836.7658427187744,50376.28263234974,994467.4536150093,1454.5113145827531,24423.26416184145,465394.6559954249,1732.4402072884138,29661.90392165372,568221.1069432851,1
15,1972.3963675213674,2374.344017094017,2120.7297008547007,21.395243215355393,12.044045401417195,30.829716149828325,1990.0,2391.0,2137.0,1955.0,2363.0,2090.0,3.5391646577544047,2.7174190956242237,4.21596035137704,14025351.406208908,-0.017945191935798896,-0.30288761044142265,0.08191972038622132,-0.11955297205931216,-0.004413131210420014,-0.9364506786965249,0.9123985729540074,0.5959978237070453,3.380599543893002,1049.4737104614067,19103.52414370765,388756.48856593965,1083.859887148282,19141.499592288463,373146.8931451452,2070.555840584164,38329.57192752694,773050.0713874804,1
16,1973.0331196581196,2373.8194444444443,2123.224358974359,8.113219327562277,7.872314221272555,9.30863740959895,1982.0,2381.0,2135.0,1964.0,2365.0,2113.0,2.255739097085247,2.25406576448244,2.3786708305938986,14035960.12463246,0.004090329867839316,-0.07489303817218945,-0.04277674428252952,0.05586736601159917,-0.153535403416132,0.13470937037426503,0.0133451346874498,-0.15254865703146292,0.6358317865226462,1433.060138860298,24607.71277768588,475663.80602841586,1927.1401483258871,33625.41010057569,659968.6902638918,1222.4481137869977,20884.70826873635,401755.37659754336,1
17,1975.8942307692307,2373.1271367521367,2123.790598290598,81.64586415187377,17.463537100956973,41.47324494119367,2007.0,2398.0,2146.0,1948.0,2357.0,2090.0,6.455580210387938,3.1117457447585637,4.567380743662792,14046376.923764061,-0.31998604044356876,-0.3763846498761606,0.5291956751990043,0.5529052926204434,-0.0029484837492142627,0.007179650386040527,1.2686763520466462,2.2480036793238654,2.3762505842483215,891.6792157964701,16375.005632719492,336496.1868509853,695.5805865883608,13147.588167419288,276399.00257415796,904.9616654610343,16858.806173614008,349987.4490184374,1
18,1975.4946581196582,2374.1891025641025,2121.4978632478633,22.769202233545183,13.66616329717291,25.025636459931327,1998.0,2397.0,2141.0,1957.0,2355.0,2104.0,3.658982577251811,2.8022887902695586,3.8162484476587037,14040106.222758694,-0.10232909735021882,-0.17978972481821195,0.18526971966154288,0.020367745306265922,0.018904341247141406,0.08481526398565113,1.2206164396311179,2.6313755920321853,1.0342889531703472,1174.7548399593388,20875.382075746205,417774.0733357973,842.2763217392397,14775.65827760079,289932.23836458416,1468.9066711039538,26129.121104890757,515430.1034516836,1
19,1975.7168803418804,2373.7596153846152,2123.417735042735,13.702962917305866,10.342856262327416,16.43767692125064,1988.0,2387.0,2136.0,1963.0,2362.0,2100.0,2.9371712689020373,2.4863987508218393,3.0699854810431724,14047094.780392786,0.03924408727888006,-0.18870327509090234,-0.010343391017215483,0.07178180614362913,0.14149844848288923,-0.7186845184911795,0.30388266826986454,0.9695812574765412,3.226856925706169,1505.7627901070696,28312.349931464454,590852.7000723461,1159.721064547811,20836.270075768698,417273.64142347145,1357.1270327961897,23911.516385851373,472435.789593493,1
20,1979.378205128205,2373.3055555555557,2123.800213675214,34.863371137409594,13.842533238366572,22.56371790306085,2012.0,2389.0,2147.0,1963.0,2360.0,2106.0,4.621205895244354,2.9188627730294447,3.6190143545912754,14061044.686574304,0.019007424357241228,-0.20244551940680416,-0.040616604945209744,0.6645549373437115,0.14173409905715653,0.1392202045874702,1.7218556850826134,0.7626445153426431,1.3111877387491244,901.7351658132247,15865.192890400382,313117.7102474763,1139.7756244380357,20751.08068989158,419550.2866724243,966.7924752967934,18015.997742664607,370958.27044948615,1
21,1971.9444444444443,2375.2938034188032,2117.8194444444443,26.58665716999051,11.99594450836438,22.27402362298196,1988.0,2390.0,2135.0,1951.0,2364.0,2101.0,3.9763770180436846,2.6757524289575416,3.518815289648633,14015744.743802048,0.06486577577750689,-0.2247934288731318,0.04015405584477855,0.020463041303172048,0.18011765895161755,-0.10915737568935446,0.6708024368477052,0.9410742711462099,1.4402092833013267,1299.6726606591048,21561.540734948507,408654.7392372811,1144.9756316784055,19736.725461043923,379947.6575420151,1173.1650854447676,19835.88469253767,376526.3470742495,1
22,1970.184829059829,2374.902777777778,2118.7948717948716,9.676308304112792,9.33349655745489,11.366042077580538,1983.0,2385.0,2130.0,1958.0,2365.0,2106.0,2.480794342172549,2.418684710351371,2.653462634231883,14011083.173298359,0.083733283663213,-0.15078639827495635,-0.04385819578985372,-0.04986655255384137,-0.045039803852324214,-0.08674042827401965,0.15699108088015423,0.05471534157938596,0.22352929403055333,1154.6868471488815,19525.883674984445,374475.34262811556,1442.9880852378499,24718.171685593203,473143.50552133366,1498.5411275223403,25743.092495091576,495717.7671737377,1
23,1968.4925213675215,2375.61858974359,2118.030982905983,9.230713300825483,8.413286900065746,9.032159717656512,1979.0,2388.0,2127.0,1959.0,2366.0,2107.0,2.4316079516400033,2.306117137847907,2.3969450836438018,14004581.73516487,0.05756545450721658,-0.07634684421852823,0.010497475737235569,0.026175095830994102,0.08692797899282435,-0.04773480375284055,-0.016043111241552666,0.5445042241711389,-0.02964649901941563,1304.577985966313,21540.256756248837,405614.997775601,1111.8084755828393,19324.47856424665,379220.9740441977,1603.122094702411,27259.173881896833,527178.8674333679,1
24,1966.232905982906,2375.1688034188032,2118.5128205128203,30.9500283074001,9.821932756227627,24.14940828402367,1980.0,2387.0,2133.0,1947.0,2364.0,2099.0,4.505647782891417,2.4991370808678326,3.8762327416173545,13995595.255981078,-0.11445250964517387,-0.22885379419025528,0.32334538172337807,-0.3153012813942405,-0.011942938848931587,-0.1048918636861417,-0.07165966397440426,0.0020713958901601437,0.2970786669692642,1540.0167278503945,24333.9088993835,445523.41962603095,1246.6342441078978,21261.13242893147,407904.2592823832,1467.5549212058193,23205.697131334295,430046.29537430324,1
25,1965.763888888889,2375.198717948718,2117.7596153846152,28.48591820987654,11.473331689677844,30.319351988823144,1991.0,2389.0,2148.0,1950.0,2361.0,2093.0,3.79611823361826,2.576347797501625,3.53648915187378,13990702.405158795,-0.24330661845666327,-0.2861982169676339,0.43693104220940987,1.0938696272193835,-0.17504766669798472,-0.24333638844235125,3.2094649825324195,1.3783480232205934,5.834464571991306,621.363170766883,11039.113587390193,219153.09478505736,970.5256100801818,16656.40357391905,322377.580168603,434.2133113421712,7350.561119837769,141716.2493162877,1
