,1st-comp,2nd-comp,3rd-comp,label
0,4.066263,4.595529,-7.939592,6
1,9.472577,-6.255437,21.087477,7
2,9.454088,14.6933975,-7.549755,6
3,-18.221546,3.645743,-3.0063767,3
4,-6.067655,-22.112658,1.1614172,2
5,-4.695907,-24.909676,2.566929,2
6,7.661971,-3.1334867,-15.258764,2
7,6.4659033,5.198747,-7.676667,2
8,19.732971,11.214713,-8.981108,2
9,-0.40998572,8.765839,-13.675612,5
10,0.9719825,11.634217,17.050394,1
11,7.6428275,16.206501,8.054511,3
12,-6.69862,-1.1050409,4.374257,1
13,-10.37681,-10.040625,8.613164,7
14,-3.202625,12.236691,-14.150411,2
15,-14.703474,6.372619,-17.490759,5
16,2.5070083,-4.3105536,17.338598,7
17,7.972959,-3.6748896,23.853367,7
18,-26.871037,-0.45532218,-6.6200833,4
19,15.285861,1.595654,-2.621498,3
20,-3.2124875,1.2540195,-1.9659222,3
21,4.9745827,12.754191,9.699057,4
22,-4.6153655,7.852935,-17.887918,5
23,-14.867799,-15.998803,-4.328977,4
24,-5.984938,-7.7063994,-21.317932,3
25,1.4480172,15.397037,-4.7554965,5
26,-7.8290005,18.015049,2.5575724,4
27,4.8771887,-6.0172806,19.169706,7
28,-19.952179,-4.121389,12.002733,4
29,4.596354,-21.310223,10.666344,4
30,15.009311,12.377036,-5.9235353,6
31,1.832015,-16.896612,7.217018,7
32,14.629863,-6.2116385,13.7200985,1
33,-0.3659961,16.226254,-12.509536,6
34,-16.92842,5.9693403,-19.483624,5
35,-27.300941,-0.052259978,-6.9291325,4
36,15.66063,8.077359,-2.056746,6
37,0.4153887,4.880041,28.64204,1
38,-6.453979,19.032167,1.6113411,4
39,-13.012401,-5.090725,-0.40272638,3
40,0.59885734,8.202872,11.683952,7
41,1.7673312,-13.798672,12.714456,1
42,-7.5735273,7.5874076,8.161261,7
43,-0.5212829,-15.5896225,17.138346,1
44,-11.330283,-14.845968,-11.495391,5
45,-7.3493533,4.9378157,-10.426836,5
46,-12.0204,13.241801,9.105068,4
47,8.510261,-17.372837,-5.2240925,2
48,6.2336845,-0.8455754,20.62647,7
49,0.44906586,-1.4799463,9.8939295,7
50,-15.4612465,-3.3994648,-9.113595,3
51,-5.844315,-5.933275,14.787928,7
52,-4.293458,2.9684095,-14.209261,5
53,4.983328,10.21367,-12.770479,2
54,3.2975626,16.41237,6.0753875,3
55,14.330062,15.42156,-4.7750316,5
56,-8.745548,-7.125805,-25.998518,4
57,-6.7685537,-8.82849,10.8158,1
58,4.42439,-18.96339,16.207085,1
59,-28.043955,-0.53234994,-4.858929,4
60,-5.328879,6.2172527,-4.9264245,5
61,-10.614402,3.2075846,17.356451,1
62,25.80289,-3.3841648,-4.6716223,5
63,6.2441425,4.246469,18.493525,7
64,-5.279983,-4.639971,6.903308,3
65,6.9867606,-3.192401,24.588781,7
66,-5.2157617,-25.862385,-2.1353014,6
67,-9.2371025,-17.319962,-9.6022005,5
68,-19.405785,-16.515144,-0.7261101,4
69,-7.76221,3.182447,-13.113675,5
70,21.310915,-6.0073843,-4.291917,5
71,22.458845,-3.9295049,-0.39469725,6
72,-0.5769004,7.312545,19.6142,7
73,-8.629984,20.53319,5.243141,4
74,1.5066477,11.310402,11.004669,7
75,-3.8813152,-18.068367,10.561041,1
76,4.266517,-1.1477525,-0.806403,3
77,24.641447,-9.805289,-1.5821043,5
78,9.596494,21.991074,-9.046205,6
79,-12.200644,-17.36478,-1.9315999,4
80,0.77692187,-22.76017,17.79406,7
81,9.860213,14.881262,-8.578046,5
82,2.3748581,3.0707045,18.476877,1
83,-15.413159,-3.3352377,-9.1795435,3
84,7.225957,-0.796195,-3.5177674,3
85,-3.9596553,-6.6115313,-23.467276,4
86,-13.982056,2.615921,-3.5862548,3
87,10.338837,19.270075,-6.918677,5
88,1.3224903,-3.2408073,11.9984255,7
89,-19.260834,-6.6322017,-3.4712923,5
90,1.5409869,-18.152302,9.60486,7
91,-22.557653,3.5018394,-1.4120282,4
92,-22.213797,-9.861174,-12.078719,4
93,7.83573,16.582897,-8.191372,6
94,-1.8043956,-23.206982,5.582748,3
95,24.036343,-11.08897,-4.1882167,6
96,15.442851,0.9733781,-1.8241274,3
97,-2.423764,8.037849,12.780766,7
98,-6.748222,-6.196571,0.7246971,7
99,17.259935,-2.0134945,10.22721,7
100,-7.214356,7.6698174,17.96794,1
101,-0.9045426,-15.419852,10.350829,7
102,-13.610327,20.00739,-7.325505,5
103,-4.4773216,-1.4910517,2.7553763,1
104,-19.447346,0.8466182,-16.34306,3
105,1.2101837,6.727927,21.621485,7
106,-7.062969,6.1510715,7.715532,7
107,-6.2586484,1.3661557,19.538921,7
108,15.870776,2.3373907,-2.4175394,3
109,10.473309,-1.5224031,-9.33079,2
110,8.415535,13.695802,2.5178368,3
111,-12.5521,-0.21052061,-1.5570871,3
112,10.162311,19.451883,-0.71814644,2
113,-24.150276,1.7815007,-5.0029902,4
114,6.793681,3.5956004,20.182957,1
115,-2.1501923,-8.344567,9.046657,1
116,-9.486596,-9.639449,0.8455893,1
117,-3.102826,1.5026177,-2.0364344,3
118,6.889236,7.3876586,-1.0861014,2
119,-8.452492,3.5745656,22.76765,1
120,-13.705858,-15.587495,-3.4498084,4
121,-13.920299,8.688184,-8.655712,5
122,1.3568807,-5.7048683,12.791874,1
123,-13.525013,6.211116,-15.909998,5
124,-12.553286,5.2355094,7.871762,7
125,24.141111,-11.95389,-1.0460676,6
126,6.1373124,9.74347,6.859575,3
127,-21.671537,-7.1434097,-0.547167,4
128,15.631148,18.653397,-4.9935775,6
129,-27.59808,-0.17401274,-4.414139,4
130,-25.911844,-0.77369094,-4.128578,4
131,-2.980249,7.368978,-17.071821,5
132,2.9276764,-18.561867,0.43824312,1
133,6.441496,18.370363,-7.465395,6
134,3.0547752,13.867952,-6.0450315,6
135,1.1050026,2.1257215,-15.701625,2
136,3.2320673,14.244539,-10.042469,5
137,2.621737,-21.806967,-9.165758,6
138,17.28666,-4.342971,1.3730221,3
139,-15.264736,-11.81357,-12.748116,3
140,-8.268078,12.328415,21.448362,1
141,-11.119682,-3.1710026,-2.4584787,5
142,-0.847979,4.8369856,18.257479,7
143,-9.017231,-4.22718,1.6169094,4
144,-22.498411,-10.489816,-13.382828,4
145,-14.620511,-17.452425,-3.6793087,4
146,6.3846097,5.918248,-11.499776,2
147,-7.25712,-7.0057306,-14.424187,5
148,-6.015238,10.9714775,20.193361,1
149,-15.340031,16.725798,7.517843,4
150,5.7092113,-15.028076,-8.753611,5
151,9.623218,-23.820717,-9.958052,6
152,-10.042552,14.590688,3.2703526,4
153,15.763563,17.098448,-7.151838,6
154,-23.21218,4.71535,-1.4382733,4
155,-5.6118674,-3.6790092,10.523191,1
156,-5.8143964,-8.017203,-14.897712,5
157,-20.572636,4.8504863,4.7411075,4
158,-19.692242,0.5938406,-10.863965,5
159,-8.561168,0.13303132,-12.408984,5
160,-21.977848,-0.99497926,-10.281546,3
161,17.189774,-6.938826,-0.50235903,3
162,0.13427383,-1.3376734,-9.90228,6
163,25.24677,-9.14105,-7.0631685,6
164,15.19899,10.109363,-9.344433,6
165,-2.523142,5.0968547,8.483886,1
166,6.8835864,11.940542,-1.9330988,3
167,6.0973516,14.023161,2.6903207,3
168,1.6732763,4.1366825,22.612827,7
169,-15.2677555,-15.26062,1.1101706,4
170,10.719627,-2.2176714,-14.73694,6
171,18.976828,-8.308031,1.6480957,3
